ID,GPR50,MYH1,MT2A,E2F8,MYH4,MTNR1B,GLP2R,GNAO1,EGF,BUB1B,MMP3,PLK1,MMP1,MT1E,MT1F,FOXM1,E2F1,MYH7,CCL20,MMP9,CDC20,GLP1R,ADRA1D,MT1G,ADRA1A,IGF1,MT1X,CDK1,MYH8,GNG4,MYH13
TCGA-DD-AACT-01A-11R-A41C-07,0,6,2799,36,951,0,4,140,0,24,0,125,0,421,56,248,125,0,440,53,95,0,27,323,359,434,172,124,1,3,0
TCGA-XR-A8TE-01A-11R-A36F-07,0,0,3502,40,0,0,9,28,0,62,0,99,10,381,15,143,118,0,3459,44,49,0,52,60,72,129,221,78,0,1057,1
TCGA-DD-A39X-11A-11R-A213-07,0,0,59414,0,1,0,42,1479,0,6,0,16,2,27995,7889,35,30,1,11,10,10,0,1,32856,1908,1120,10215,11,0,1,0
TCGA-DD-A39X-01A-11R-A213-07,0,15,4084,5,1471,0,73,59,41,40,0,211,6,1578,114,347,315,0,655,1178,379,4,53,1302,40,149,261,119,1,1,56
TCGA-WQ-AB4B-01A-11R-A41C-07,0,0,44174,6,0,0,7,164,0,48,1,45,1,17637,839,184,149,0,474,130,151,1,3,9271,158,1133,8222,127,0,0,0
TCGA-DD-AACO-01A-11R-A41C-07,0,0,1900,17,4,0,4,36,13,13,0,63,7,1296,255,688,467,1,26,56,367,1,0,254,14,393,560,130,0,1,0
TCGA-CC-A1HT-01A-11R-A131-07,1,19,7376,507,3,0,390,279,133,2304,5,3426,989,1705,367,4492,1816,0,2859,3620,3893,7,4,424,27,739,725,1391,56,1118,137
TCGA-DD-AADS-01A-11R-A41C-07,0,0,36959,8,0,0,0,88,0,1,0,19,4,11872,4367,191,172,0,36,238,82,1,0,9617,171,120,4145,32,0,7,0
TCGA-DD-AADA-01A-11R-A41C-07,0,1,1143,6,477,0,0,31,1,52,0,56,0,193,34,199,57,1,626,87,73,0,0,25,33,1247,162,61,0,3,1
TCGA-BC-A10U-11A-11R-A131-07,0,0,60699,1,1,0,70,468,4,9,7,17,33,17984,4740,34,16,0,163,50,10,0,7,20775,1966,3382,14053,15,0,0,3
TCGA-CC-A9FW-01A-11R-A37K-07,0,0,2334,99,0,99,1,331,1,156,3,346,33,159,121,993,561,0,795,1240,289,4,2,63,324,197,259,577,0,18,0
TCGA-DD-A114-11A-12R-A131-07,0,6,21859,67,5033,0,27,688,0,66,0,97,2,7404,1128,230,219,1,217,99,69,0,2,4741,2230,1320,2520,173,4,3,0
TCGA-BC-A10Q-11A-11R-A131-07,1,0,46461,9,0,1,71,502,15,19,12,23,10,18259,1883,70,11,7,77,49,28,0,6,7777,3094,2352,10063,29,0,3,1
TCGA-DD-AAW1-01A-11R-A41C-07,0,0,5902,24,3,0,0,409,0,26,16,49,5,2135,16,157,134,1,96,42,38,1,2,474,1018,897,1080,24,0,1352,0
TCGA-G3-A5SK-01A-11R-A27V-07,0,0,11023,6,0,0,13,223,0,8,0,19,9,4575,127,60,45,0,95,6,9,0,0,640,1199,2208,3175,40,0,0,0
TCGA-DD-A1EL-11A-11R-A155-07,1,0,27724,23,1,0,20,908,4,31,0,47,3,10239,1609,93,127,0,225,14,30,0,0,6486,6101,3294,4587,65,0,18,0
TCGA-RC-A7SH-01A-11R-A38B-07,0,0,1025,100,1024,70,6,14,0,197,0,456,17,177,48,1362,1301,0,735,38,361,0,1,31,1,168,123,699,0,8,25
TCGA-DD-A1EL-01A-11R-A155-07,1,5,2271,335,1,29,0,104,214,605,53,1396,260,514,48,1572,1152,0,1222,1317,1541,8,346,232,213,591,301,1616,0,10692,0
TCGA-MR-A520-01A-11R-A266-07,0,0,7303,9,15,165,1,681,2,20,1,37,17,3247,673,108,66,1,42,18,22,0,2,2629,1238,281,1619,22,0,0,0
TCGA-WX-AA47-01A-11R-A39D-07,0,0,15938,33,282,0,0,12,11,24,19,71,30,1449,262,221,127,0,149,51,161,0,119,503,64,1751,3165,143,0,846,4
TCGA-CC-A3MB-01A-11R-A213-07,0,0,3408,635,0,0,26,86,124,1009,5,1241,26,1317,206,3167,2929,0,2635,38,878,143,1,879,273,700,334,1440,0,12,0
TCGA-DD-AAEE-01A-11R-A41C-07,0,0,8045,154,1,0,1,23,12,197,0,223,41,3616,227,405,677,0,188,205,233,1,1,1269,299,420,708,503,0,115,0
TCGA-BC-A10W-11A-11R-A131-07,0,0,70551,3,0,0,28,524,4,11,17,15,11,22593,7589,64,21,1,938,126,10,0,38,39350,1794,3179,10839,32,0,7,1
TCGA-DD-AAE3-01A-11R-A41C-07,0,0,20795,0,0,0,1,73,0,1,0,17,34,10571,1318,64,40,0,20,55,13,0,9,4883,351,641,2496,34,0,0,0
TCGA-2Y-A9GT-01A-11R-A38B-07,15,0,6102,51,0,0,0,955,0,62,0,53,20,2296,294,234,324,0,122,156,63,12,3,1111,1474,3999,636,107,0,26,1
TCGA-5R-AAAM-01A-12R-A41C-07,0,0,11512,11,3,1,18,1685,3,34,16,42,1,1431,169,188,85,0,246,403,69,0,6,1278,632,486,1797,67,0,1,0
TCGA-DD-A115-01A-11R-A131-07,0,8,5934,126,45,0,7,52,88,173,1,483,63,1592,369,860,595,0,62,378,493,1,2,1957,281,1239,1270,440,8,1,0
TCGA-DD-A39W-01A-11R-A213-07,0,0,2040,18,6,0,65,14,1,73,0,117,3,431,56,204,197,0,152,60,80,0,0,701,39,80,231,63,0,3428,0
TCGA-DD-A39W-11A-11R-A213-07,1,0,32854,1,1,0,44,940,0,4,0,11,2,9558,7087,17,12,1,13,22,4,0,0,31135,4599,4940,6216,7,0,4,0
TCGA-2Y-A9H0-01A-11R-A38B-07,0,0,5591,446,1,762,1,66,9,490,1,1137,35,1920,1301,2425,1190,0,356,160,1136,0,0,5873,558,1297,806,2060,0,881,0
TCGA-DD-AAD8-01A-11R-A41C-07,0,20,1456,132,8,0,7,242,267,164,0,158,29,118,62,503,515,0,1068,74,358,0,0,63,209,1509,249,211,8,0,0
TCGA-G3-A7M6-01A-11R-A33R-07,0,0,5343,237,10,55,7,130,1,382,3,501,9,1951,204,1463,692,3,2520,260,583,5,5,946,170,151,686,500,0,8,0
TCGA-2V-A95S-01A-11R-A37K-07,0,1,1927,102,0,1,1,24,27,220,3,384,6,386,68,543,454,0,7683,3492,477,4,6,187,28,158,115,587,0,21,1
TCGA-G3-A3CK-01A-11R-A213-07,0,1,4835,130,0,0,0,667,193,127,128,156,13,982,100,350,179,1,78,257,107,5,4,638,1483,2457,1447,185,0,4,1
TCGA-DD-A3A2-01A-11R-A213-07,0,0,2946,22,0,0,8,204,0,6,0,19,3,222,29,121,111,0,127,7,12,0,2,103,1596,503,590,46,0,0,0
TCGA-G3-A3CH-01A-11R-A22L-07,0,1,3355,207,50,0,18,29,0,177,0,250,1,1692,59,729,3074,0,292,67,249,1,0,179,623,3347,371,222,0,20,1
TCGA-G3-A3CH-11A-11R-A22L-07,0,0,31271,1,0,0,29,466,0,16,0,17,1,12969,3588,46,55,4,11,70,22,0,0,20612,2736,5851,3955,25,0,0,0
TCGA-DD-A1EI-01A-11R-A131-07,0,0,7016,166,0,1,80,494,1,359,2,364,21,2506,237,1616,906,0,1554,705,423,170,8,1203,469,1269,738,607,0,3,1
TCGA-CC-A5UD-01A-11R-A28V-07,0,0,4408,247,0,0,55,94,1,431,3,1515,62,59,104,2807,1375,1,148,161,1721,0,157,236,68,5073,223,1447,0,140,0
TCGA-2Y-A9GW-01A-11R-A38B-07,0,0,2209,49,3,1,8,772,2,100,4,119,3,439,72,374,138,0,1592,4659,129,0,1,364,218,851,335,195,0,1,0
TCGA-CC-A7IE-01A-21R-A38B-07,0,0,1317,132,146,1,9,1,0,360,3,689,148,275,77,1032,355,1,8505,1579,589,211,6,219,16,68,154,835,0,3077,5
TCGA-RC-A6M4-01A-11R-A32O-07,0,0,10353,120,0,0,5,218,2,130,1,271,12,3703,129,614,553,0,65,18,301,0,4,4410,63,151,1542,381,0,1,0
TCGA-ZS-A9CG-01A-11R-A37K-07,0,0,4990,5,0,0,4,545,0,11,3,18,3,719,22,120,113,0,12,59,14,0,97,113,509,1297,3007,48,0,1490,0
TCGA-DD-AACL-01A-11R-A41C-07,0,0,4123,62,0,249,0,27,2,145,439,432,817,1641,505,1038,452,0,1082,2654,1234,1,25,1490,202,488,570,534,0,714,0
TCGA-DD-AADC-01A-11R-A41C-07,16,0,6750,212,1,0,5,51,1,494,0,261,3,3261,269,1239,600,1,173,154,1846,31,79,1309,78,152,683,814,0,379,0
TCGA-BC-A10X-11A-11R-A131-07,0,0,45845,8,0,0,57,1391,6,18,4,17,8,19031,12388,49,14,4,41,71,18,0,0,59476,4732,8271,11654,32,1,0,1
TCGA-DD-AAD6-01A-11R-A41C-07,0,0,5372,48,0,0,0,9,0,173,0,109,3,3415,1056,588,339,0,2698,138,252,0,3,2535,157,514,824,353,0,138,0
TCGA-ZP-A9D1-01A-11R-A38B-07,0,40,4472,60,1153,0,1,135,49,55,0,44,10,1126,105,181,347,0,3251,123,47,136,3,526,881,934,697,93,1,0,0
TCGA-DD-A3A9-01A-11R-A266-07,23,36,2694,18,321,0,7,49,1,26,8,148,65,571,64,291,255,4,235,284,133,4,7,232,17,104,281,147,29,483,76
TCGA-WQ-A9G7-01A-11R-A37K-07,0,0,4282,67,0,2216,7,89,2,181,0,416,0,1328,328,1594,523,1,435,123,782,0,3,1574,37,153,607,666,0,13,1
TCGA-DD-A3A3-11A-11R-A22L-07,0,0,52268,5,1,0,43,385,0,0,0,10,0,16960,4032,28,14,0,90,49,8,0,0,12731,1319,877,6125,9,0,1,0
TCGA-DD-AAW0-01A-11R-A41C-07,0,8,2813,73,780,0,26,170,1,107,0,189,3,472,76,396,182,0,1080,1868,83,4,36,428,691,529,379,196,0,4,5
TCGA-DD-AAD2-01A-11R-A41C-07,0,54,3496,70,3057,0,13,101,0,112,3,268,10,431,84,446,153,0,471,1171,322,0,33,227,170,267,144,214,6,10,1
TCGA-BC-A112-01A-11R-A131-07,0,23,573,67,5,0,75,51,326,415,0,460,174,162,44,623,318,5,17395,155,499,6,1,166,42,84,76,337,0,3,1
TCGA-2Y-A9GZ-01A-11R-A39D-07,0,26,6336,192,257,1,1,480,1,116,1,132,19,3759,746,328,207,0,103,36,208,1,2,6125,1864,1426,1375,127,9,0,0
TCGA-XR-A8TG-01A-11R-A36F-07,0,0,8294,340,38,1,6,344,178,504,344,584,130,1570,311,670,1513,0,2447,328,668,0,5,625,87,1630,1102,837,0,3,0
TCGA-K7-AAU7-01A-11R-A38B-07,0,1,2944,122,0,0,77,89,185,348,48,360,48,799,177,437,189,4,2267,1201,612,0,59,459,73,201,227,565,0,16,4
TCGA-G3-A25Y-01A-11R-A16W-07,0,1,2857,455,2369,46,15,76,0,342,0,522,5,338,124,1789,1762,1,3084,253,779,30,2,107,495,832,229,1428,1,14,62
TCGA-BC-A10S-01A-22R-A131-07,0,0,17767,16,0,0,1,522,1,15,6,51,6,5095,189,141,113,0,1019,152,78,4,7,2607,168,283,2128,55,1,0,0
TCGA-BC-A216-01A-11R-A155-07,0,0,1600,427,0,0,7,23,4,891,8,938,92,385,123,3236,1938,0,3932,62,1741,16,3,371,583,6397,468,2690,0,16,0
TCGA-DD-A11A-11A-11R-A131-07,0,0,69739,8,1,0,47,743,1,14,0,18,2,21686,4648,44,17,0,6328,63,17,1,2,19694,3701,2818,11310,46,0,1,0
TCGA-DD-A4NR-01A-11R-A311-07,0,42,4334,183,1167,0,9,661,217,343,47,871,99,822,171,1735,662,3,1143,2442,829,0,20,461,56,221,315,729,13,53,4
TCGA-CC-A7IG-01A-11R-A33J-07,0,4,2651,139,0,65,1,65,11,268,77,1439,29,482,86,1818,2042,0,1044,838,2470,112,4,120,39,201,281,1645,0,27,0
TCGA-DD-A119-01A-11R-A131-07,0,24,3779,18,6518,0,16,82,3,33,26,139,6,413,70,209,174,0,1146,995,136,0,54,117,1,264,200,174,0,710,17
TCGA-BC-A217-01A-11R-A155-07,0,29,2147,363,929,1,0,146,3,357,0,483,12,699,279,849,1820,1,229,1036,1211,0,1,561,65,860,415,1021,11,66,4
TCGA-EP-A2KC-01A-11R-A213-07,0,0,4173,120,0,0,11,91,1,121,3,246,18,692,76,438,339,1,562,404,227,1,34,874,423,574,494,250,0,0,1
TCGA-CC-5259-01A-31R-A213-07,0,4,26252,5,31,0,1,7,4,32,0,96,49,7499,611,310,142,0,824,191,399,10,34,3174,59,811,1242,207,0,6,0
TCGA-2Y-A9GY-01A-11R-A38B-07,0,13,5356,158,15,0,0,13,467,349,4,941,25,2378,348,1148,742,0,611,3356,1390,5,1,771,1,191,460,955,0,42,4
TCGA-BC-A3KG-01A-11R-A213-07,0,164,637,1157,85,292,14,17,424,1661,6,1555,53,167,45,2072,2147,4,505,92,4322,57,8,160,810,699,108,2860,133,3,10
TCGA-DD-A118-01A-11R-A131-07,46,5,691,91,8620,0,40,46,11,154,0,399,0,117,24,1052,342,0,64,244,200,30,5,33,85,2796,78,225,40,66,18
TCGA-ES-A2HT-11A-11R-A180-07,0,31,16213,39,12233,0,28,179,0,49,0,68,106,4094,184,192,171,0,540,213,79,0,21,328,1152,2060,675,128,13,25,0
TCGA-DD-A4NJ-01A-11R-A27V-07,0,0,1461,326,6,167,0,298,0,388,1,458,26,193,126,640,774,0,278,457,377,5,1,92,267,213,566,498,0,1,1
TCGA-K7-A6G5-01A-11R-A311-07,0,0,8670,18,1,26,1,456,3,19,0,125,5,2334,109,329,246,1,352,390,188,4,2,908,163,1698,735,180,0,131,0
TCGA-UB-A7MF-01A-11R-A33J-07,0,0,5285,198,14,0,0,38,1,296,0,755,86,272,105,2158,918,4,81,613,1368,0,1,292,0,220,154,970,0,31,0
TCGA-DD-AADG-01A-11R-A41C-07,0,0,1842,99,4,0,6,22,0,60,13,68,7,69,22,227,421,0,0,9,90,1,4,394,893,1222,1064,138,0,0,4
TCGA-G3-A7M5-01A-11R-A33R-07,0,8,3268,8,98,0,1,226,0,19,1,52,3,503,116,186,288,1,1,69,38,0,0,269,564,1668,2168,38,0,3,0
TCGA-DD-A116-11A-12R-A26B-07,1,5,23159,14,7,0,66,867,0,24,3,45,18,12121,2793,97,57,0,9,60,31,0,0,14110,2249,2494,5504,54,0,4,0
TCGA-MI-A75C-01A-11R-A32O-07,0,0,5733,27,8,0,0,129,1,54,29,209,7,55,37,724,200,0,888,443,285,0,6,104,38,70,304,196,0,3,0
TCGA-ED-A82E-01A-11R-A352-07,0,5,1531,66,0,0,99,44,3,121,0,134,27,429,640,228,368,3,725,325,51,4,4,494,1,131,180,88,0,3,0
TCGA-NI-A4U2-01A-11R-A28V-07,0,0,15251,16,0,1,10,72,1,35,0,105,6,1752,68,373,127,0,541,1234,117,1,7,325,3156,1195,3890,110,0,1,0
TCGA-2Y-A9H3-01A-11R-A38B-07,0,8,1195,9,8611,0,6,39,1,15,0,47,11,159,78,191,110,0,21,315,88,17,27,36,24,263,66,73,11,5,53
TCGA-CC-A7II-01A-11R-A33J-07,18,0,9560,410,0,0,10,50,2,1100,3,1843,88,7446,4100,2516,1946,5,70,746,5206,281,7,12285,0,50,1664,1784,1,827,0
TCGA-DD-A3A4-01A-11R-A22L-07,0,6,29346,5,7040,0,0,230,1,27,0,67,1,5816,1244,134,40,0,19,5,66,4,0,6788,546,1205,1044,83,4,0,0
TCGA-G3-AAV6-01A-21R-A37K-07,0,0,562,142,0,1,1,22,0,174,0,814,82,110,30,2576,1059,0,1476,1361,925,108,37,100,0,168,44,1768,0,4375,4
TCGA-DD-A3A4-11A-11R-A22L-07,0,0,35232,1,4,0,80,555,1,4,0,15,0,11909,4328,52,19,8,31,16,16,0,2,17961,2338,1271,4581,37,0,0,0
TCGA-DD-A113-01A-11R-A131-07,1,36,509,204,20906,0,1,28,504,390,0,678,4,150,57,1319,1344,0,312,527,544,48,138,120,85,911,58,730,6,386,109
TCGA-UB-A7MB-01A-11R-A33R-07,1,0,2080,366,0,0,6,306,6,839,0,1066,1,247,48,2257,1538,0,251,34,1512,0,2,139,1270,600,734,1350,0,22,0
TCGA-DD-AAVX-01A-11R-A41C-07,0,0,26887,6,0,0,0,21,1,13,0,36,0,10971,2939,145,70,0,129,32,32,3,1,6602,310,71,4669,30,0,0,0
TCGA-DD-A73A-01A-12R-A32O-07,0,0,6574,40,0,0,0,596,55,86,0,67,6,1237,126,338,192,0,358,102,148,1,2,767,96,384,966,193,0,0,0
TCGA-DD-AADD-01A-11R-A41C-07,0,1,3029,300,2,23,0,475,0,590,0,1073,6,1874,592,1483,821,0,17,96,1053,0,0,1507,287,80,401,789,1,311,0
TCGA-ED-A66X-01A-11R-A311-07,1,0,678,255,2216,1,33,71,0,524,0,504,11,195,50,1018,347,0,2375,2272,468,188,5,73,145,227,62,969,1,523,49
TCGA-EP-A26S-11A-12R-A16W-07,0,0,15247,0,0,0,54,1816,1,4,0,9,0,8708,1037,19,3,0,13,232,4,0,0,5765,4950,4441,3163,8,0,0,0
TCGA-2Y-A9H6-01A-11R-A39D-07,24,50,1462,12,8671,0,37,199,5,43,0,147,8,162,38,357,136,1,814,471,39,24,29,20,140,616,225,165,1,63,13
TCGA-G3-A3CI-01A-11R-A213-07,0,0,8435,19,1,728,1,625,5,20,0,56,17,3287,590,120,62,0,110,88,44,0,6,4050,565,141,1508,39,0,1,0
TCGA-CC-A7IL-01A-11R-A33R-07,0,0,1027,172,0,0,6,22,0,144,0,333,5,1,33,487,796,3,1,82,201,7,1,49,83,1,401,303,0,13,0
TCGA-DD-A4NE-01A-11R-A27V-07,17,0,753,792,0,0,20,52,125,691,0,890,25,212,49,1825,993,0,133,3,1066,5,3,81,316,1501,160,1808,0,8,0
TCGA-CC-A9FV-01A-11R-A37K-07,0,0,1376,14,0,0,12,65,6,36,0,58,3,365,101,153,159,1,11,59,67,0,0,19,881,516,110,85,0,7,0
TCGA-DD-AACZ-01A-11R-A41C-07,0,58,1453,132,32,0,4,31,3,755,0,707,76,281,62,1351,625,4,787,2756,838,52,0,261,38,299,114,1412,27,219,51
TCGA-DD-AAE4-01A-11R-A41C-07,0,38,3216,69,2013,0,0,190,0,45,0,89,11,295,46,395,444,0,1,450,219,0,4,114,151,1632,1948,319,8,0,0
TCGA-ED-A5KG-01A-11R-A27V-07,0,4,1156,149,32,0,4,66,0,399,0,345,93,160,134,515,273,1,1788,7026,367,62,2,85,101,458,121,675,1,47,4
TCGA-DD-A4ND-01A-11R-A266-07,0,6,6381,221,94,96,93,822,1,235,0,207,117,1556,310,588,310,1,1365,371,377,233,8,1241,507,874,664,537,1,84,1
TCGA-RC-A6M5-01A-11R-A32O-07,1,1,47025,8,6779,0,25,335,134,24,3,55,4,9694,5293,131,49,0,54,81,32,13,19,17751,198,1116,4860,49,15,275,12
TCGA-FV-A2QQ-01A-11R-A22L-07,1,264,3592,37,2393,0,1,394,58,69,3,159,0,554,104,358,195,0,11756,459,146,1,33,453,90,128,385,128,15,877,0
TCGA-CC-A8HS-01A-11R-A36F-07,0,1,673,578,240,32,8,111,0,564,0,587,75,269,13,2698,1008,0,1330,798,665,3177,2,86,351,786,152,2021,0,1258,1
TCGA-DD-A1EH-01A-11R-A131-07,0,7,915,245,265,0,1,43,0,486,0,304,1,88,35,1053,462,0,1676,142,320,91,2,16,2293,251,66,585,0,4,10
TCGA-2Y-A9GX-01A-11R-A38B-07,0,30,10921,108,0,0,22,298,228,160,25,164,31,1658,620,271,211,1,1703,1224,165,0,4,3368,694,1738,1763,227,0,1,0
TCGA-DD-A73F-01A-11R-A32O-07,1,0,6193,257,141,1,0,358,110,255,1,563,58,3063,1814,640,1134,0,192,1284,600,0,2,6873,453,2069,846,612,1,6,0
TCGA-BC-A10Z-01A-11R-A131-07,0,104,3088,254,3169,128,0,32,0,345,0,687,4,1952,328,1039,609,0,539,8,450,0,0,449,692,424,230,603,48,249,1
TCGA-BC-A69H-01A-11R-A311-07,0,1,4444,81,2,0,0,16,2,83,35,905,19,1240,199,1200,980,0,1340,3391,1473,9,43,824,0,62,488,473,0,294,0
TCGA-DD-AADR-01A-11R-A41C-07,0,1,8903,102,0,0,0,176,0,175,0,91,0,3753,306,618,568,0,442,64,157,0,2,1433,230,179,1714,492,1,0,0
TCGA-ZP-A9CV-01A-11R-A38B-07,0,0,10805,30,0,0,6,87,2,71,0,96,3,2050,453,288,155,0,1248,99,90,0,0,2505,286,1053,1032,193,0,0,1
TCGA-ED-A7XP-01A-11R-A352-07,0,1,73821,67,1,0,15,62,123,203,28,259,25,31402,29144,332,248,0,754,320,204,0,34,297466,257,443,8079,396,0,127,0
TCGA-DD-A4NL-01A-11R-A28V-07,0,0,25914,5,0,0,1,994,2,17,1,29,4,5634,1532,94,16,0,442,21,26,5,35,13741,1494,1453,3498,43,0,3,1
TCGA-G3-A5SM-01A-12R-A28V-07,0,1,10703,190,2022,1,30,926,40,166,1,481,20,2000,359,661,594,0,641,786,326,0,6,3138,613,1557,860,410,0,7,0
TCGA-FV-A2QR-01A-11R-A213-07,0,1,1013,55,0,0,18,449,2,88,1,220,11,166,28,358,366,0,496,60,202,1,1,104,636,1890,84,262,0,4,0
TCGA-DD-AACK-01A-11R-A41C-07,0,7,21695,239,1,358,7,603,1153,397,37,294,9,8800,2538,961,424,6,4380,126,489,0,3,9301,2666,959,1648,570,0,6,1
TCGA-DD-A3A5-11A-11R-A22L-07,0,0,54345,1,0,0,32,1250,0,6,0,18,1,16556,5389,24,11,1,28,4,13,0,0,21496,2432,3554,5968,8,0,0,0
TCGA-5R-AA1D-01A-11R-A38B-07,0,8,38299,11,7954,0,12,124,4,36,1,38,21,15072,5735,136,56,0,63,163,52,35,8,15354,88,1548,4887,94,6,102,25
TCGA-CC-A123-01A-11R-A131-07,0,0,19470,15,0,0,0,11,0,48,0,158,35,8913,2898,765,408,0,1126,229,831,252,2,9068,33,277,3949,257,0,6,0
TCGA-CC-A7IK-01A-12R-A33R-07,0,1,6929,216,1,0,1,105,0,382,0,981,18,2746,48,794,303,0,21,23,1391,0,1,1258,133,1154,722,769,0,2034,1
TCGA-DD-AADY-01A-11R-A41C-07,0,49,463,122,4389,0,0,16,0,154,0,83,17,33,60,315,256,0,250,17,72,155,0,22,121,47,21,170,1,15,1
TCGA-DD-A39V-11A-11R-A213-07,0,0,44316,0,11,0,26,1066,0,6,0,10,3,14100,4412,42,26,0,28,76,11,3,0,23266,2209,2022,6632,14,0,0,0
TCGA-DD-A39V-01A-11R-A213-07,0,0,2664,15,4,0,1,44,2,29,65,106,22,269,42,365,309,0,274,132,299,0,55,151,122,390,418,159,0,1174,0
TCGA-G3-A25V-01A-11R-A16W-07,0,17,24366,27,99,0,7,1560,13,33,8,95,5,5489,558,175,126,0,1091,566,86,8,4,5517,339,654,2453,91,0,1,0
TCGA-2Y-A9H9-01A-21R-A39D-07,0,0,10723,102,79,0,0,269,1,214,0,262,39,1703,309,587,598,0,176,146,196,5,1,98,557,1001,1538,287,1,14,0
TCGA-BC-A8YO-01A-11R-A37K-07,0,0,2274,386,0,0,0,120,720,609,3,1458,185,168,49,2287,1169,1,242,542,2107,4,4,224,65,1159,274,1685,0,21,0
TCGA-RC-A7S9-01A-11R-A33R-07,0,21,4890,209,893,0,0,46,39,292,0,762,1,385,80,1189,720,1,147,417,1059,0,0,160,1,1071,270,1309,0,274,17
TCGA-G3-AAV3-01A-11R-A37K-07,0,0,1376,185,0,0,0,85,16,189,10,355,7,262,72,700,336,0,87,1846,333,4,14,257,371,1302,189,516,0,3888,0
TCGA-UB-AA0V-01A-11R-A38B-07,0,0,8799,11,0,0,10,456,0,18,0,24,3,2954,1002,91,82,1,48,9,24,0,2,5530,1191,552,1265,33,0,0,0
TCGA-2Y-A9H5-01A-11R-A38B-07,0,1,1160,124,140,33,26,73,1,150,0,297,4,414,90,600,214,0,1079,267,202,4,5,297,87,405,102,346,0,55,4
TCGA-CC-A8HV-01A-11R-A36F-07,1,1,2174,117,27,0,13,34,39,182,0,324,18,648,34,830,380,1,1514,92,692,78,2,175,0,314,387,682,0,307,0
TCGA-BC-A5W4-01A-11R-A28V-07,0,0,7094,12,15,0,1,476,0,29,0,99,0,4065,186,181,255,0,51,32,300,0,1,2687,202,1721,1229,92,0,500,0
TCGA-DD-A1EE-11A-11R-A131-07,0,0,23606,1,183,0,27,1179,3,4,0,17,0,8080,4680,26,9,0,38,173,5,1,2,19136,2057,3395,4130,15,0,1,0
TCGA-DD-A3A7-01A-11R-A22L-07,0,0,897,14,1,0,0,24,218,43,0,171,0,159,100,307,497,0,2006,87,638,0,3,179,1,304,113,205,0,4,0
TCGA-G3-AAV7-01A-11R-A38B-07,1,4,1144,527,10,1258,0,45,113,998,1,1596,73,261,69,2639,2168,0,530,3449,3179,4,32,207,338,117,306,4011,0,18,0
TCGA-DD-A4NI-01A-11R-A27V-07,0,0,5102,19,2,0,1,555,1,61,1,57,1,1184,57,185,96,1,65,126,35,1,1,309,992,1028,1838,96,0,24,0
TCGA-CC-A9FU-01A-11R-A37K-07,0,0,4069,434,0,1,6,201,0,555,0,1171,20,1291,126,1930,1587,0,2000,1014,2249,480,2,830,53,104,405,1446,0,1795,0
TCGA-DD-AAE0-01A-11R-A41C-07,0,0,1039,30,22,0,17,16,0,139,0,279,2,344,107,699,479,0,569,652,498,33,2,424,1,29,99,328,0,15,7
TCGA-CC-5264-01A-01R-A131-07,1,8,8602,1531,70,39,22,206,0,1131,0,1624,90,6358,1703,5710,1792,0,188,318,2610,16,12,6704,340,2194,1033,3058,4,4,18
TCGA-DD-AADB-01A-11R-A41C-07,0,0,3597,319,1,216,0,74,0,379,0,670,47,1641,309,1697,470,1,2167,1902,724,536,2,670,248,520,438,994,0,409,0
TCGA-BC-A216-11A-11R-A155-07,0,0,49090,31,3,1,35,1064,4,94,90,100,66,17265,7794,84,28,0,317,73,115,0,0,39295,2555,4173,12406,115,0,105,0
TCGA-BC-A10Y-01A-11R-A131-07,0,0,4361,479,26,0,1,31,1,511,0,452,58,2133,469,1841,2713,0,246,402,1087,0,2,1262,50,1241,245,1181,0,50,4
TCGA-CC-A3MA-01A-11R-A213-07,0,0,4259,180,0,0,70,78,2,485,0,1231,74,2297,774,2358,1377,1,74,33880,1471,16,8,1326,137,196,493,2204,0,507,0
TCGA-DD-A73B-01A-12R-A32O-07,18,0,1286,516,0,1,0,662,1,236,0,599,17,194,32,1221,857,0,61,30,442,0,0,84,839,1599,158,1206,0,54,0
TCGA-DD-A119-11A-11R-A131-07,0,0,42619,1,1,0,45,1545,0,4,0,13,4,12952,8831,22,16,0,74,45,10,0,0,36804,4322,4762,5769,20,0,17,0
TCGA-RC-A7SF-01A-11R-A352-07,0,27,2094,46,737,0,1,36,11,86,4,144,46,427,29,466,382,0,192,210,224,1,0,93,44,284,220,242,11,3,0
TCGA-DD-AACW-01A-11R-A41C-07,0,6,4718,120,165,95,1,73,1,252,0,373,13,1883,314,978,424,0,1635,80,344,91,5,785,125,89,495,749,0,82,5
TCGA-DD-AACB-01A-11R-A41C-07,0,0,1957,52,0,0,1,29,18,75,12,191,8,309,32,338,260,0,180,526,690,1,243,183,1,213,160,320,0,165,0
TCGA-DD-A3A8-01A-11R-A22L-07,0,0,1901,11,0,0,1,259,0,13,0,93,3,253,23,207,175,0,7,45,77,26,2,206,256,842,864,111,0,2194,0
TCGA-DD-A3A8-11A-11R-A22L-07,0,0,30102,5,0,0,39,942,1,4,0,10,0,6323,2628,21,62,0,9,95,10,0,0,18081,2122,772,6008,6,0,3,0
TCGA-CC-5258-01A-01R-A131-07,0,0,731,314,0,0,6,169,2,699,4,951,208,237,63,1834,552,0,5205,4094,991,101,5,206,118,275,139,1048,0,116,0
